"OTU_Label","Class","Family","Genus","Species","mean_rel_abund","abund_weight","total_estimate","total_SE","total_lower","total_upper","extreme","any_sig","site","season","substrate","display_label"
"Harpacticus_ASV_13902","Arthropoda","Maxillopoda","Harpacticus","Harpacticus_sp.",0.0109416791116519,0.0972950911698389,1.75505599812174,57.0610193325179,-110.084541893613,113.594653889857,FALSE,FALSE,"SELVA","Winter2","PE","Harpacticus_sp."
"Haslea_ASV_9240","Bacillariophyceae","Naviculaceae","Haslea","Haslea_avium",0.000632444683086071,0.00562379525782393,-0.21558433034499,10.356332934951,-20.5139968828489,20.0828282221589,FALSE,FALSE,"SELVA","Winter2","PE","Haslea_avium"
"Hemiophrys_ASV_410","Litostomatea","Pleurostomatida","Hemiophrys",NA,0.000470018323716479,0.00417947512359331,0.760785439492723,10.1740717686674,-19.1803952270954,20.7019661060808,FALSE,FALSE,"SELVA","Winter2","PE","Hemiophrys sp. Hemiophrys_ASV_410"
"Heribaudiella_ASV_10922","Phaeophyceae","Phaeophyceae_XX","Heribaudiella","Heribaudiella_fluviatilis",0.00101259816480982,0.00900417840426956,1.36202624186719,1.84595987257031,-2.25605510837062,4.980107592105,FALSE,FALSE,"SELVA","Winter2","PE","Heribaudiella_fluviatilis"
"Heribaudiella_ASV_10928","Phaeophyceae","Phaeophyceae_XX","Heribaudiella","Heribaudiella_fluviatilis",0.00678152252811873,0.0603023398795338,0.562662322393661,12.1435363225549,-23.238668869814,24.3639935146013,FALSE,FALSE,"SELVA","Winter2","PE","Heribaudiella_fluviatilis"
"Hiatella_ASV_13195","Mollusca","Heteroconchia","Hiatella","Hiatella_arctica",0.00404297266884858,0.0359507339229036,1.53829126103445,47.7291176964527,-92.0107794240128,95.0873619460817,FALSE,FALSE,"SELVA","Winter2","PE","Hiatella_arctica"
"Labyrinthulaceae_ANT10_3_ASV_9457","Sagenista","Labyrinthulaceae","Labyrinthulaceae_ANT10_3","Labyrinthulaceae_ANT10_3_sp.",0.000673229841174596,0.00598646314765206,1.92648260679683,24.7422415442274,-46.5683108198888,50.4212760334825,FALSE,FALSE,"SELVA","Winter2","PE","Labyrinthulaceae_ANT10_3_sp."
"Leathesia_ASV_8462","Phaeophyceae","Phaeophyceae_XX","Leathesia","Leathesia_difformis",0.00130867849009306,0.0116369701310303,2.64612723801372,2.22840097884623,-1.72153868052488,7.01379315655233,FALSE,FALSE,"SELVA","Winter2","PE","Leathesia_difformis"
"Lichomolgus_ASV_17960","Arthropoda","Maxillopoda","Lichomolgus","Lichomolgus_marginatus",0.00151664240622693,0.0134862172140246,-2.56661052031924,57.2939739464124,-114.862799455288,109.729578414649,FALSE,FALSE,"SELVA","Winter2","PE","Lichomolgus_marginatus"
"Licmophora_ASV_9913","Bacillariophyceae","Licmophoraceae","Licmophora","Licmophora_gracilis",0.000829480456959373,0.00737586762140729,-2.18129426340511,35.2408549345978,-71.2533699352169,66.8907814084067,FALSE,FALSE,"SELVA","Winter2","PE","Licmophora_gracilis"
"Licmophora_ASV_9996","Bacillariophyceae","Licmophoraceae","Licmophora",NA,0.00102531068529399,0.00911722008890352,-5.80847461233929,84.2826858215835,-171.002538822643,159.385589597964,FALSE,FALSE,"SELVA","Winter2","PE","Licmophora sp. Licmophora_ASV_9996"
"Loxophyllum_ASV_32660","Litostomatea","Pleurostomatida","Loxophyllum","Loxophyllum_perihoplophorum",0.00283555519255786,0.0252141922790656,-10.1184287472764,71.743409412951,-150.73551119666,130.498653702108,FALSE,FALSE,"SELVA","Winter2","PE","Loxophyllum_perihoplophorum"
"Loxophyllum_ASV_6533","Litostomatea","Pleurostomatida","Loxophyllum","Loxophyllum_rostratum",0.000859891646669043,0.00764628859109509,-9.14319670947316,81.8889916215262,-169.645620287664,151.359226868718,FALSE,FALSE,"SELVA","Winter2","PE","Loxophyllum_rostratum"
"Loxosomella_ASV_16675","Entoprocta","Entoprocta_XX","Loxosomella","Loxosomella_sp.",0.00118692008507247,0.0105542756929749,-2.75978127666884,1039.37312192844,-2039.93110025641,2034.41153770308,FALSE,FALSE,"SELVA","Winter2","PE","Loxosomella_sp."
"MAST-3I_ASV_9358","Opalozoa","MAST-3","MAST-3I","MAST-3I_sp.",0.000846933561403804,0.00753106330671206,-2.71417160682488,9073.31312650348,-17786.4078995537,17780.97955634,FALSE,FALSE,"SELVA","Winter2","PE","MAST-3I_sp."
"Maxillopoda_ASV_13778","Arthropoda","Maxillopoda",NA,NA,0.00153904490264673,0.0136854236529408,0.0109356221497848,6560.5608680092,-12858.6883656759,12858.7102369202,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13778"
"Maxillopoda_ASV_13791","Arthropoda","Maxillopoda",NA,NA,0.021971052235425,0.195369970964194,-1.91321246148404,2971.43647569472,-5825.92870482313,5822.10227990016,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13791"
"Maxillopoda_ASV_13792","Arthropoda","Maxillopoda",NA,NA,0.00149502333092751,0.0132939770760347,1.68010718145406,46.7038751787138,-89.8594881688249,93.219702531733,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13792"
"Maxillopoda_ASV_13839","Arthropoda","Maxillopoda",NA,NA,0.00316166228077955,0.0281139865936212,-3.17116462510529,1064.17316912531,-2088.95057611071,2082.6082468605,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13839"
"Maxillopoda_ASV_13865","Arthropoda","Maxillopoda",NA,NA,0.00845989483368111,0.0752266841981976,-11.1351493563304,74.7587643076556,-157.662327399335,135.392028686675,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13865"
"Maxillopoda_ASV_13878","Arthropoda","Maxillopoda",NA,NA,0.00015674086519695,0.00139376384682463,-2.24663443327919,471.730536440383,-926.83848585643,922.345216989872,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13878"
"Maxillopoda_ASV_13929","Arthropoda","Maxillopoda",NA,NA,0.0116499219993925,0.103592895705134,-2.38847708793121,16.9848130956448,-35.6787107553949,30.9017565795325,FALSE,FALSE,"SELVA","Winter2","PE","Maxillopoda_ASV_13929"
"Mediophyceae_ASV_10516","Mediophyceae",NA,NA,NA,0.0213169025075548,0.189553171114519,4.23216854399518,6.20910124526879,-7.93766989673164,16.402006984722,FALSE,FALSE,"SELVA","Winter2","PE","Mediophyceae_ASV_10516"
"Mediophyceae_ASV_9615","Mediophyceae",NA,NA,NA,0.00325704671722593,0.0289621596523934,0.0172807936115902,16.6640801017203,-32.6443162057603,32.6788777929834,FALSE,FALSE,"SELVA","Winter2","PE","Mediophyceae_ASV_9615"
"Membranipora_ASV_17859","Bryozoa","Bryozoa_XX","Membranipora","Membranipora_membranacea",0.000681860289679878,0.00606320642129311,-0.0296362235646419,565.711086451988,-1108.82336566946,1108.76409322233,FALSE,FALSE,"SELVA","Winter2","PE","Membranipora_membranacea"
"Metromonas_ASV_18427","Filosa-Metromonadea","Metromonadidae","Metromonas","Metromonas_simplex",0.00114069117721399,0.0101432011440985,-0.362457214851361,1.96017757007938,-4.20440525220694,3.47949082250422,FALSE,FALSE,"SELVA","Winter2","PE","Metromonas_simplex"
"Mytilus_ASV_18471","Mollusca","Mytiloida","Mytilus","Mytilus_trossulus",0.00296304175226016,0.0263478223483258,-1.54228163900225,40.4801287033568,-80.8833338975816,77.7987706195771,FALSE,FALSE,"SELVA","Winter2","PE","Mytilus_trossulus"
"Navicula_ASV_10078","Bacillariophyceae","Naviculaceae","Navicula",NA,0.112458696323662,1,3.46198237269182,7.2641851135503,-10.7758204498668,17.6997851952504,FALSE,FALSE,"SELVA","Winter2","PE","Navicula sp. Navicula_ASV_10078"
"Navicula_ASV_10098","Bacillariophyceae","Naviculaceae","Navicula","Navicula_tripunctata",0.0405400798701084,0.360488616668932,1.77642522515543,18.3338085739999,-34.1578395798844,37.7106900301952,FALSE,FALSE,"SELVA","Winter2","PE","Navicula_tripunctata"
"Navicula_ASV_10118","Bacillariophyceae","Naviculaceae","Navicula",NA,0.00144794452116373,0.0128753450688817,-1.00091477947125,2.18742316329892,-5.28826417953713,3.28643462059463,FALSE,FALSE,"SELVA","Winter2","PE","Navicula sp. Navicula_ASV_10118"
"Navicula_ASV_10502","Bacillariophyceae","Naviculaceae","Navicula","Navicula_cryptotenella",0.00336920486167902,0.0299594870989993,-3.60226765312315,10.8414799280465,-24.8515683120942,17.6470330058479,FALSE,FALSE,"SELVA","Winter2","PE","Navicula_cryptotenella"
"Navicula_ASV_9836","Bacillariophyceae","Naviculaceae","Navicula",NA,0.000500728532264365,0.00445255501471619,-0.630885804986075,21.3885795386591,-42.5525017007579,41.2907300907858,FALSE,FALSE,"SELVA","Winter2","PE","Navicula sp. Navicula_ASV_9836"
"Naviculaceae_ASV_9674","Bacillariophyceae","Naviculaceae",NA,NA,0.0015854641536791,0.0140981907625539,-6.23222916685746,14.8304495234396,-35.2999102327991,22.8354518990842,FALSE,FALSE,"SELVA","Winter2","PE","Naviculaceae_ASV_9674"
"Naviculaceae_ASV_9847","Bacillariophyceae","Naviculaceae",NA,NA,0.00554069921849448,0.0492687484349638,0.775654495692022,8.35921174663173,-15.6084005277062,17.1597095190902,FALSE,FALSE,"SELVA","Winter2","PE","Naviculaceae_ASV_9847"
"Neocalanus_ASV_13969","Arthropoda","Maxillopoda","Neocalanus","Neocalanus_cristatus",0.00051207315213064,0.00455343311696294,-0.848408719837352,116.044896243419,-228.296405356939,226.599587917264,FALSE,FALSE,"SELVA","Winter2","PE","Neocalanus_cristatus"
"Nolandella_ASV_19262","Elardia","Nolandellidae","Nolandella","Nolandella_sp.",0.000503745150829857,0.00447937925031652,1.52192760414207,2.11748030208123,-2.62833378793714,5.67218899622128,FALSE,FALSE,"SELVA","Winter2","PE","Nolandella_sp."
"OTU_ASV_12542",NA,NA,NA,NA,0.000511134216835232,0.00454508396010712,2.77992447551182,2.22898464505553,-1.58888542879701,7.14873437982065,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_12542"
"OTU_ASV_13187",NA,NA,NA,NA,0.00146979772392601,0.0130696671042305,-3.84430104824531,6827.62470379364,-13385.9887204838,13378.3001183873,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_13187"
"OTU_ASV_13628",NA,NA,NA,NA,0.00118168072320769,0.010507686482571,2.55846026689955,2.49255004455227,-2.32693782042291,7.44385835422201,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_13628"
"OTU_ASV_14103",NA,NA,NA,NA,0.00068211273206419,0.0060654511777465,2.06415854889976,7.29971498079657,-12.2432828134615,16.371599911261,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_14103"
"OTU_ASV_15511",NA,NA,NA,NA,0.000999028226002195,0.00888351242421432,-3.27476197454154,10.9428972695493,-24.7228406228582,18.1733166737751,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_15511"
"OTU_ASV_16598",NA,NA,NA,NA,0.000495221611222941,0.00440358662701965,-3.38953143336792,835.992672145951,-1641.93516883943,1635.1561059727,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_16598"
"OTU_ASV_16900",NA,NA,NA,NA,0.000546043297736086,0.00485550086908838,-9.50254469250166,161.577147243987,-326.193753290716,307.188663905712,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_16900"
"OTU_ASV_17235",NA,NA,NA,NA,0.00183034884284599,0.0162757430299401,-1.51544333880951,17.7386156260142,-36.2831299657974,33.2522432881784,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_17235"
"OTU_ASV_18454",NA,NA,NA,NA,0.00111546668357998,0.00991890107252901,-7.12010588600551,926.055495810975,-1822.18887767552,1807.94866590351,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_18454"
"OTU_ASV_21964",NA,NA,NA,NA,0.000674124720432434,0.00599442055145535,-3.40747858734384,255.171228844161,-503.5430871219,496.728129947212,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_21964"
"OTU_ASV_22251",NA,NA,NA,NA,0.00948783170683053,0.0843672567528621,-10.3894949931331,873.017413882065,-1721.50362620198,1700.72463621572,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_22251"
"OTU_ASV_22253",NA,NA,NA,NA,0.00101668018866002,0.00904047638729477,-3.23087749720098,6151.28887628862,-12059.7570750229,12053.2953200285,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_22253"
"OTU_ASV_33054",NA,NA,NA,NA,0.00881307398992684,0.0783672074995638,-3.32840385714005,7054.1283047951,-13829.4198812555,13822.7630735413,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_33054"
"OTU_ASV_33058",NA,NA,NA,NA,0.000358293150755474,0.00318599772599433,-0.970792313657521,3101.18949067604,-6079.3021940387,6077.36060941138,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_33058"
"OTU_ASV_5396",NA,NA,NA,NA,0.000346613646053577,0.00308214177635498,-4.25826221542847,6953.48283768505,-13633.0846240781,13624.5680996473,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_5396"
"OTU_ASV_7470",NA,NA,NA,NA,0.00251472334415135,0.0223613062071594,-1.36750009839631,184.677649434712,-363.335692990431,360.600692793639,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_7470"
"OTU_ASV_8306",NA,NA,NA,NA,0.00291312161350915,0.0259039248074247,-1.31387667914479,1.86566639060198,-4.97058280472468,2.34282944643509,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_8306"
"OTU_ASV_9154",NA,NA,NA,NA,0.000780376031575408,0.00693922352904969,0.310889749938564,111.693801284085,-218.608960766868,219.230740266745,FALSE,FALSE,"SELVA","Winter2","PE","OTU_ASV_9154"
"Obelia_ASV_16795","Cnidaria","Hydrozoa","Obelia","Obelia_longissima",0.00902310734379116,0.0802348563406977,-16.7521114260842,76.3447187960973,-166.387760266435,132.883537414266,TRUE,FALSE,"SELVA","Winter2","PE","Obelia_longissima"
"Oerstedia_ASV_17136","Nemertea","Nemertea_XX","Oerstedia","Oerstedia_dorsalis",0.00168591160888921,0.0149913849617914,-2.12183282761964,220.76817542345,-434.827456657581,430.583791002342,FALSE,FALSE,"SELVA","Winter2","PE","Oerstedia_dorsalis"
"Palmaria_ASV_24380","Florideophyceae","Colaconematales_X","Palmaria","Palmaria_palmata",0.00244980795997255,0.0217840686408269,2.28669572968434,2.10429424062061,-1.83772098193206,6.41111244130074,FALSE,FALSE,"SELVA","Winter2","PE","Palmaria_palmata"
"Pelagomonadales_clade_A3_ASV_10742","Pelagophyceae","Pelagomonadales_clade_A","Pelagomonadales_clade_A3","Pelagomonadales_clade_A3_sp.",0.000483973361207862,0.00430356546029097,-2.25079535716683,17.9748983413995,-37.4815961063099,32.9800053919762,FALSE,FALSE,"SELVA","Winter2","PE","Pelagomonadales_clade_A3_sp."
"Phaeocystis_ASV_20921","Prymnesiophyceae","Phaeocystaceae","Phaeocystis","Phaeocystis_globosa",0.000618796322533634,0.00550243193956923,-3.42713548627074,50.2923530524631,-102.000147469098,95.145876496557,FALSE,FALSE,"SELVA","Winter2","PE","Phaeocystis_globosa"
"Phaeophyceae_XX_ASV_10925","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.000592264961765106,0.00526651100472068,0.361047956712464,1.9945564010473,-3.54828258934023,4.27037850276516,FALSE,FALSE,"SELVA","Winter2","PE","Phaeophyceae_XX_ASV_10925"
"Phaeophyceae_XX_ASV_8454","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00373382110791964,0.0332017107611982,0.306086794299665,2.46666350634161,-4.5285736781299,5.14074726672922,FALSE,FALSE,"SELVA","Winter2","PE","Phaeophyceae_XX_ASV_8454"
"Phaeophyceae_XX_ASV_8496","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.000796259230286476,0.00708045937145494,-1.66136841206862,1.99008485141631,-5.56193472084458,2.23919789670734,FALSE,FALSE,"SELVA","Winter2","PE","Phaeophyceae_XX_ASV_8496"
"Phaeophyceae_XX_ASV_8499","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00184068037343454,0.0163676125867311,-2.32784712034545,74.7499437465469,-148.837736863577,144.182042622886,FALSE,FALSE,"SELVA","Winter2","PE","Phaeophyceae_XX_ASV_8499"
"Phaeophyceae_XX_ASV_8507","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00250863460646396,0.0223071642164869,-1.75136581773866,1.95547807461891,-5.58410284399172,2.08137120851441,FALSE,FALSE,"SELVA","Winter2","PE","Phaeophyceae_XX_ASV_8507"
"Phallusia_ASV_17107","Urochordata","Ascidiacea","Phallusia",NA,0.0448138041481988,0.398491229341859,-0.920661899647708,1.86316728259269,-4.57246977352939,2.73114597423397,FALSE,FALSE,"SELVA","Winter2","PE","Phallusia sp. Phallusia_ASV_17107"
"Phyllopharyngea_ASV_3826","Phyllopharyngea",NA,NA,NA,0.000399068287543969,0.00354857650488345,-3.09473338474517,4373.80107969508,-8575.74484958711,8569.55538281762,FALSE,FALSE,"SELVA","Winter2","PE","Phyllopharyngea_ASV_3826"
"Phymatolithon_ASV_24738","Florideophyceae","Corallinales_X","Phymatolithon","Phymatolithon_calcareum",0.000878805298110609,0.00781447168462066,3.17155110480571,268.822912567498,-523.72135752749,530.064459737101,FALSE,FALSE,"SELVA","Winter2","PE","Phymatolithon_calcareum"
"Placidae_X_ASV_29901","Prostomatea_2","Placidae","Placidae_X","Placidae_X_sp.",0.000398285301921789,0.00354161407647394,0.068013718428831,203.747847511769,-399.277767404639,399.413794841496,FALSE,FALSE,"SELVA","Winter2","PE","Placidae_X_sp."
"Placuna_ASV_17776","Mollusca","Pectinoida","Placuna","Placuna_placenta",0.0211661847962305,0.188212966077013,-2.82230441933113,1345.53749237119,-2640.07578946686,2634.4311806282,FALSE,FALSE,"SELVA","Winter2","PE","Placuna_placenta"
"Pleurosigma_ASV_10232","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",0.000754008704465177,0.00670476120668429,0.416280828047652,2.39370827452885,-4.27538739002889,5.10794904612419,FALSE,FALSE,"SELVA","Winter2","PE","Pleurosigma_sp."
"Pleurosigma_ASV_10236","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000633541401561919,0.00563354744695381,-0.0534144702513849,1.84681074394122,-3.67316352837617,3.5663345878734,FALSE,FALSE,"SELVA","Winter2","PE","Pleurosigma_intermedium"
"Pleurosigma_ASV_10260","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000590563441398053,0.00525138082428398,-5.99518899692487,19.7079531590396,-44.6227771886425,32.6323991947927,FALSE,FALSE,"SELVA","Winter2","PE","Pleurosigma_intermedium"
"Polycera_ASV_19036","Mollusca","Nudibranchia","Polycera","Polycera_quadrilineata",0.00150715578892704,0.0134018607559648,-4.39045006316103,68.1580764710391,-137.980279946398,129.199379820076,FALSE,FALSE,"SELVA","Winter2","PE","Polycera_quadrilineata"
"Pomatoceros_ASV_18128","Annelida","Annelida_XX","Pomatoceros","Pomatoceros_triqueter",0.000605822765037401,0.00538706907373186,-8.51801823650549,366.900475342381,-727.642949907572,710.606913434561,FALSE,FALSE,"SELVA","Winter2","PE","Pomatoceros_triqueter"
"Prolecithophora_ASV_18418","Platyhelminthes","Prolecithophora",NA,NA,0.00306645042154101,0.0272673481178869,-2.78478916949055,145.176945879204,-287.331603092729,281.762024753748,FALSE,FALSE,"SELVA","Winter2","PE","Prolecithophora_ASV_18418"
"Protaspa_ASV_15671","Filosa-Thecofilosea","Protaspa-lineage","Protaspa","Protaspa_sp.",0.000538008746201179,0.00478405640283044,-1.74572519018165,11.5614941932937,-24.4062538090373,20.914803428674,FALSE,FALSE,"SELVA","Winter2","PE","Protaspa_sp."
"Protolitonotus_ASV_6509","Litostomatea","Pleurostomatida","Protolitonotus","Protolitonotus_clampi",0.00039982271288003,0.00355528497084227,3.82929744177068,260.730213233396,-507.201920495685,514.860515379227,FALSE,FALSE,"SELVA","Winter2","PE","Protolitonotus_clampi"
"Pseudoscourfieldiaceae_X_ASV_25684","Pseudoscourfieldiophyceae","Pseudoscourfieldiaceae","Pseudoscourfieldiaceae_X","Pseudoscourfieldiaceae_X_sp.",0.00286185807493177,0.0254480815489377,-6.71419630236452,13.1568007797981,-32.5015258307687,19.0731332260397,FALSE,FALSE,"SELVA","Winter2","PE","Pseudoscourfieldiaceae_X_sp."
"Pseudovorticella_ASV_29493","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.000855777084148466,0.00760970126921529,-2.8095960488351,72.6406269343143,-145.185224840091,139.566032742421,FALSE,FALSE,"SELVA","Winter2","PE","Pseudovorticella sp. Pseudovorticella_ASV_29493"
"Pseudovorticella_ASV_29497","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.00215489413827154,0.01916164964308,-6.36215823180972,79.6623843199198,-162.500431498853,149.776115035233,FALSE,FALSE,"SELVA","Winter2","PE","Pseudovorticella sp. Pseudovorticella_ASV_29497"
"Pseudovorticella_ASV_29499","Oligohymenophorea","Sessilida","Pseudovorticella","Pseudovorticella_sinensis",0.00436710216526945,0.0388329431874322,-7.34353786377809,25.0486831054698,-56.4389567504989,41.7518810229427,FALSE,FALSE,"SELVA","Winter2","PE","Pseudovorticella_sinensis"
"Pterocystida_ASV_20844","Pterocystida",NA,NA,NA,0.00193737675871285,0.0172274516960163,-4.96707672298105,11.5223503374241,-27.5508833843322,17.6167299383701,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_20844"
"Pterocystida_ASV_21630","Pterocystida",NA,NA,NA,0.000939409947975574,0.00835337753935814,-1.70305441111443,207.912564232152,-409.211680306132,405.805571483903,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_21630"
"Pterocystida_ASV_21672","Pterocystida",NA,NA,NA,0.0280856574842357,0.249741979965727,2.80910420541398,13.9288315793696,-24.4914056901505,30.1096141009784,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_21672"
"Pterocystida_ASV_21674","Pterocystida",NA,NA,NA,0.0291470755984906,0.259180272858613,-0.559539245792881,6.19519879293038,-12.7021288799364,11.5830503883507,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_21674"
"Pterocystida_ASV_21718","Pterocystida",NA,NA,NA,0.000552490944100797,0.00491283433084357,-8.75042772705021,139.839030545634,-282.834927596493,265.334072142392,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_21718"
"Pterocystida_ASV_21754","Pterocystida",NA,NA,NA,0.00268370761365675,0.0238639402855329,-3.69246786740962,2414.18461986937,-4735.49432281137,4728.10938707655,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystida_ASV_21754"
"Pterocystidae_ASV_21676","Pterocystida","Pterocystidae",NA,NA,0.00327480370100379,0.0291200574794033,-4.00780273131918,46.9839071708763,-96.0962607862367,88.0806553235983,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystidae_ASV_21676"
"Pterocystidae_ASV_21684","Pterocystida","Pterocystidae",NA,NA,0.000929295349725014,0.0082634369782347,-7.83065949285312,130.71991766999,-264.041698126034,248.380379140328,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystidae_ASV_21684"
"Pterocystidae_ASV_21686","Pterocystida","Pterocystidae",NA,NA,0.00175312091293321,0.0155890204158836,-9.44392781446821,104.19377500898,-213.663726832069,194.775871203133,FALSE,FALSE,"SELVA","Winter2","PE","Pterocystidae_ASV_21686"
"Pylaiella_ASV_8146","Phaeophyceae","Phaeophyceae_XX","Pylaiella","Pylaiella_littoralis",0.00101241988155794,0.00900259308221168,-1.77715899362348,33.3427102831538,-67.1288711486049,63.5745531613579,FALSE,FALSE,"SELVA","Winter2","PE","Pylaiella_littoralis"
"Reckertia_ASV_15655","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.00127005069176052,0.0112934858154967,-8.49942121917875,62.0655991089778,-130.147995472775,113.149153034418,FALSE,FALSE,"SELVA","Winter2","PE","Reckertia_filosa"
"Reckertia_ASV_16338","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.000456554912185568,0.00405975640044394,-6.43768860996635,12.4149405203578,-30.7709720298677,17.895594809935,FALSE,FALSE,"SELVA","Winter2","PE","Reckertia_filosa"
"Rhabdochona_ASV_27104","Nematoda","Chromadorea_X","Rhabdochona","Rhabdochona_guerreroensis",0.00196686024170149,0.0174896233550562,-6.17941997985783,5929.97425676618,-11628.9289632416,11616.5701232819,FALSE,FALSE,"SELVA","Winter2","PE","Rhabdochona_guerreroensis"
"Rotifera_XX_ASV_16726","Rotifera","Rotifera_XX",NA,NA,0.000460325110734824,0.00409328158500064,-4.22855184329886,176.26231251227,-349.702684367347,341.24558068075,FALSE,FALSE,"SELVA","Winter2","PE","Rotifera_XX_ASV_16726"
"Saccharina_ASV_10960","Phaeophyceae","Phaeophyceae_XX","Saccharina","Saccharina_japonica",0.00450882815559207,0.0400931924607718,2.33918527053563,1.96481663284902,-1.51185532984845,6.19022587091971,FALSE,FALSE,"SELVA","Winter2","PE","Saccharina_japonica"
"Scruparia_ASV_17844","Bryozoa","Bryozoa_XX","Scruparia","Scruparia_chelata",0.000399114186035867,0.00354898464132286,-2.13348086232855,819.171316087447,-1607.70926039373,1603.44229866907,FALSE,FALSE,"SELVA","Winter2","PE","Scruparia_chelata"
"Scytosiphon_ASV_8447","Phaeophyceae","Phaeophyceae_XX","Scytosiphon","Scytosiphon_lomentaria",0.00354770353878193,0.0315467247510273,3.02349457101786,2.57177407964768,-2.01718262509159,8.0641717671273,FALSE,FALSE,"SELVA","Winter2","PE","Scytosiphon_lomentaria"
"Spirotrachelostyla_ASV_26308","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000462999614675078,0.0041170636848087,-2.02127598713471,6122.38350184915,-12001.8929396115,11997.8503876372,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrachelostyla_tani"
"Spirotrachelostyla_ASV_29955","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000349043905490666,0.00310375201652792,-1.99101734903665,2188.55441764409,-4291.55767593145,4287.57564123338,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrachelostyla_tani"
"Spirotrichea_ASV_12539","Spirotrichea",NA,NA,NA,0.00145062647566651,0.0128991934202361,2.77785934380035,13.0137913001186,-22.7291716044322,28.2848902920329,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrichea_ASV_12539"
"Spirotrichea_ASV_29934","Spirotrichea",NA,NA,NA,0.00315739724426686,0.0280760612338926,3.39588200599915,16.7886981731716,-29.5099664134172,36.3017304254155,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrichea_ASV_29934"
"Spirotrichea_ASV_29935","Spirotrichea",NA,NA,NA,0.00156129370223282,0.0138832633960058,-11.8726626707763,157.943653126752,-321.44222279921,297.696897457658,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrichea_ASV_29935"
"Spirotrichea_ASV_33143","Spirotrichea",NA,NA,NA,0.00681861766804703,0.0606321955611392,5.31004509947964,3.4502407074868,-1.4524266871945,12.0725168861538,FALSE,FALSE,"SELVA","Winter2","PE","Spirotrichea_ASV_33143"
"Stypopodium_ASV_10934","Phaeophyceae","Phaeophyceae_XX","Stypopodium","Stypopodium_sp.",0.00680035423025665,0.0604697942672649,3.20579200163095,3.39681220209172,-3.45195991446882,9.86354391773071,FALSE,FALSE,"SELVA","Winter2","PE","Stypopodium_sp."
